id,renewal
55682,1.0
26680,1.0
109949,1.0
12482,1.0
108210,1.0
35717,1.0
74030,1.0
18407,1.0
113337,1.0
81673,1.0
80808,1.0
87300,1.0
113610,1.0
68221,1.0
32307,1.0
53974,1.0
80255,1.0
37547,1.0
62782,1.0
60206,1.0
109533,1.0
31952,1.0
31266,1.0
49517,1.0
52843,1.0
107949,1.0
50424,1.0
28080,1.0
63289,1.0
59792,1.0
8600,1.0
30415,1.0
92033,1.0
51339,1.0
104556,1.0
67550,1.0
71744,1.0
49589,1.0
17018,1.0
34936,1.0
110058,1.0
67668,1.0
75859,1.0
38878,1.0
107894,1.0
63438,1.0
75713,1.0
15713,1.0
34402,1.0
40084,1.0
64940,1.0
66279,1.0
77818,1.0
63889,1.0
48861,1.0
26520,1.0
66559,1.0
24068,1.0
20211,1.0
86715,1.0
68601,1.0
95696,1.0
60049,1.0
7620,1.0
42468,1.0
106475,1.0
43145,1.0
102597,1.0
93680,1.0
37065,1.0
49472,1.0
45364,1.0
112287,1.0
90044,1.0
40999,1.0
93637,1.0
47689,1.0
15068,1.0
67323,1.0
285,1.0
76543,1.0
52901,1.0
10299,1.0
8199,1.0
10875,1.0
36812,1.0
110,1.0
25682,1.0
7331,1.0
76947,1.0
28303,1.0
32212,1.0
18692,1.0
75865,1.0
74466,1.0
81378,1.0
85492,1.0
67992,1.0
12527,1.0
48212,1.0
61180,1.0
56340,1.0
64227,1.0
35539,1.0
9233,1.0
97645,1.0
106742,1.0
84955,1.0
36443,1.0
2970,1.0
48583,1.0
67490,1.0
45242,1.0
83608,1.0
86807,1.0
92793,1.0
32458,1.0
18258,1.0
93246,1.0
29747,1.0
44469,1.0
18998,1.0
100686,1.0
21670,1.0
106701,1.0
21844,1.0
61174,1.0
933,1.0
563,1.0
90185,1.0
29080,1.0
32967,1.0
110889,1.0
54059,1.0
86664,1.0
72104,1.0
82239,1.0
59755,1.0
1785,1.0
36377,1.0
73334,1.0
26731,1.0
78548,1.0
54472,1.0
70631,1.0
44942,1.0
54130,1.0
11938,1.0
15837,1.0
64537,1.0
65402,1.0
18680,1.0
69375,1.0
71042,1.0
69164,1.0
19288,1.0
17115,1.0
105949,1.0
55257,1.0
6583,1.0
24751,1.0
19545,1.0
38187,1.0
38983,1.0
100340,1.0
71337,1.0
73505,1.0
240,1.0
83153,1.0
371,1.0
50283,1.0
31513,1.0
24174,1.0
46907,1.0
94141,1.0
5483,1.0
91282,1.0
41378,1.0
7904,1.0
41632,1.0
84817,1.0
54335,1.0
52362,1.0
21141,1.0
8040,1.0
13042,1.0
40276,1.0
1203,1.0
54902,1.0
42127,1.0
61200,1.0
29807,1.0
32558,1.0
25499,1.0
71523,1.0
38791,1.0
12101,1.0
4730,1.0
17126,1.0
85187,1.0
16129,1.0
51250,1.0
112931,1.0
17857,1.0
31762,1.0
87034,1.0
59018,1.0
81008,1.0
91203,1.0
111875,1.0
70722,1.0
55926,1.0
67538,1.0
113041,1.0
30934,1.0
87109,1.0
26979,1.0
61557,1.0
29950,1.0
17,1.0
68226,1.0
79507,1.0
23107,1.0
27741,1.0
34314,1.0
79354,1.0
97813,1.0
730,1.0
19260,1.0
79119,1.0
77689,1.0
36363,1.0
6264,1.0
26935,1.0
78464,1.0
44785,1.0
31835,1.0
42606,1.0
55554,1.0
106579,1.0
68977,1.0
85323,1.0
85288,1.0
52701,1.0
107848,1.0
97392,1.0
57996,1.0
113716,1.0
97317,1.0
16466,1.0
38691,1.0
49638,1.0
541,1.0
45882,1.0
18853,1.0
4572,1.0
99403,1.0
55514,1.0
103119,1.0
64141,1.0
76939,1.0
17453,1.0
107821,1.0
62063,1.0
108737,1.0
110123,1.0
109498,1.0
108324,1.0
10990,1.0
18649,1.0
90653,1.0
98585,1.0
9888,1.0
61129,1.0
26829,1.0
110111,1.0
56138,1.0
27858,1.0
86241,1.0
8305,1.0
19363,1.0
48827,1.0
38241,1.0
41847,1.0
23347,1.0
2423,1.0
32271,1.0
49130,1.0
8225,1.0
88846,1.0
34908,1.0
45794,1.0
64211,1.0
2611,1.0
69544,1.0
90530,1.0
40940,1.0
9467,1.0
77485,1.0
106783,1.0
110503,1.0
20612,1.0
51833,1.0
11543,1.0
38547,1.0
110186,1.0
16478,1.0
110370,1.0
2582,1.0
55197,1.0
66699,1.0
85881,1.0
100517,1.0
113642,1.0
25917,1.0
39337,1.0
91854,1.0
102173,1.0
67598,1.0
3318,1.0
111501,1.0
55471,1.0
56699,1.0
36379,1.0
39126,1.0
45286,1.0
62671,1.0
108685,1.0
53311,1.0
76703,1.0
40596,1.0
33861,1.0
105734,1.0
63398,1.0
95002,1.0
27839,1.0
35984,1.0
38573,1.0
53998,1.0
105924,1.0
33061,1.0
23505,1.0
29143,1.0
26013,1.0
61739,1.0
36627,1.0
68964,1.0
41861,1.0
81967,1.0
17243,1.0
83527,1.0
62335,1.0
97278,1.0
75436,1.0
57411,1.0
49715,1.0
61363,1.0
99711,1.0
108464,1.0
50910,1.0
29695,1.0
19978,1.0
109491,1.0
30458,1.0
102908,1.0
31485,1.0
14662,1.0
35264,1.0
95210,1.0
19350,1.0
8891,1.0
82982,1.0
90861,1.0
4887,1.0
95441,1.0
109730,1.0
86149,1.0
84028,1.0
70235,1.0
107798,1.0
83208,1.0
100504,1.0
98598,1.0
91456,1.0
77699,1.0
86884,1.0
54632,1.0
94363,1.0
73097,1.0
1532,1.0
14207,1.0
78777,1.0
73798,1.0
12878,1.0
49661,1.0
56981,1.0
70185,1.0
59851,1.0
107483,1.0
76527,1.0
63588,1.0
40883,1.0
92065,1.0
92667,1.0
88987,1.0
57025,1.0
94299,1.0
70371,1.0
67464,1.0
65614,1.0
97224,1.0
82015,1.0
57111,1.0
89018,1.0
21914,1.0
17041,1.0
65029,1.0
91948,1.0
38033,1.0
44878,1.0
21725,1.0
1984,1.0
10796,1.0
111869,1.0
71905,1.0
31724,1.0
35676,1.0
24135,1.0
19381,1.0
109279,1.0
44173,1.0
41794,1.0
32555,1.0
5460,1.0
19210,1.0
108312,1.0
18506,1.0
49761,1.0
50722,1.0
22172,1.0
55784,1.0
81365,1.0
18071,1.0
49545,1.0
47832,1.0
41763,1.0
86331,1.0
9178,1.0
5035,1.0
36361,1.0
91169,1.0
79064,1.0
7966,1.0
18685,1.0
99109,1.0
233,1.0
86917,1.0
100637,1.0
89914,1.0
62554,1.0
76687,1.0
55104,1.0
25341,1.0
58071,1.0
7151,1.0
21041,1.0
41724,1.0
91225,1.0
81936,1.0
19787,1.0
29633,1.0
13823,1.0
19103,1.0
27504,1.0
8398,1.0
36490,1.0
54757,1.0
16781,1.0
8919,1.0
54532,1.0
21472,1.0
107085,1.0
1691,1.0
58738,1.0
18469,1.0
13532,1.0
34351,1.0
6487,1.0
55919,1.0
41437,1.0
15763,1.0
13375,1.0
73018,1.0
27358,1.0
47857,1.0
28430,1.0
39036,1.0
49493,1.0
82147,1.0
8958,1.0
46998,1.0
53193,1.0
89825,1.0
104055,1.0
45162,1.0
105597,1.0
76271,1.0
6384,1.0
55047,1.0
106361,1.0
44462,1.0
77449,1.0
108619,1.0
23457,1.0
76950,1.0
63395,1.0
96752,1.0
95217,1.0
71818,1.0
72519,1.0
22917,1.0
87293,1.0
18272,1.0
2931,1.0
74633,1.0
35661,1.0
90892,1.0
33889,1.0
95607,1.0
113189,1.0
107501,1.0
89926,1.0
1687,1.0
67293,1.0
11304,1.0
1634,1.0
58090,1.0
16935,1.0
49664,1.0
17568,1.0
100524,1.0
109870,1.0
99916,1.0
80442,1.0
78314,1.0
82666,1.0
74541,1.0
12496,1.0
2063,1.0
40085,1.0
16182,1.0
86105,1.0
29912,1.0
4012,1.0
93060,1.0
67130,1.0
8778,1.0
95269,1.0
13206,1.0
97228,1.0
48811,1.0
73434,1.0
46635,1.0
22555,1.0
33934,1.0
13105,1.0
57861,1.0
105664,1.0
35603,1.0
104415,1.0
44330,1.0
72098,1.0
83169,1.0
49568,1.0
103402,1.0
10115,1.0
66247,1.0
37717,1.0
63887,1.0
93327,1.0
18725,1.0
29920,1.0
41571,1.0
72077,1.0
64670,1.0
92872,1.0
22910,1.0
32754,1.0
77665,1.0
63726,1.0
3463,1.0
52488,1.0
34107,1.0
70799,1.0
61235,1.0
19066,1.0
18470,1.0
82082,1.0
99249,1.0
41481,1.0
79190,1.0
10673,1.0
34472,1.0
102923,1.0
28970,1.0
75959,1.0
23354,1.0
92852,1.0
3078,1.0
40073,1.0
56926,1.0
47639,1.0
71239,1.0
35429,1.0
7495,1.0
46620,1.0
5384,1.0
110254,1.0
87763,1.0
60949,1.0
13918,1.0
48935,1.0
2270,1.0
107214,1.0
4173,1.0
90515,1.0
63265,1.0
93802,1.0
63048,1.0
1499,1.0
33354,1.0
83481,1.0
82136,1.0
79878,1.0
78817,1.0
70116,1.0
54980,1.0
5119,1.0
49740,1.0
73923,1.0
13682,1.0
61096,1.0
106233,1.0
113185,1.0
71792,1.0
3216,1.0
33653,1.0
39852,1.0
86397,1.0
74310,1.0
7129,1.0
52695,1.0
3993,1.0
111278,1.0
31289,1.0
29167,1.0
14626,1.0
33757,1.0
32299,1.0
110815,1.0
34672,1.0
100599,1.0
24307,1.0
35824,1.0
35223,1.0
109522,1.0
53697,1.0
96339,1.0
90929,1.0
94354,1.0
377,1.0
34327,1.0
36935,1.0
13879,1.0
5177,1.0
73525,1.0
41672,1.0
85947,1.0
78379,1.0
52171,1.0
9782,1.0
46775,1.0
24894,1.0
98745,1.0
67718,1.0
75786,1.0
61700,1.0
93766,1.0
113194,1.0
435,1.0
107639,1.0
51786,1.0
42888,1.0
109174,1.0
83561,1.0
92930,1.0
59086,1.0
68356,1.0
58921,1.0
4613,1.0
57587,1.0
16750,1.0
18560,1.0
57350,1.0
94554,1.0
48208,1.0
12104,1.0
22783,1.0
79546,1.0
25605,1.0
63050,1.0
38891,1.0
108655,1.0
47247,1.0
62238,1.0
8900,1.0
57902,1.0
88841,1.0
26211,1.0
36472,1.0
32100,1.0
70176,1.0
102767,1.0
44842,1.0
94572,1.0
14173,1.0
46074,1.0
22265,1.0
21623,1.0
91697,1.0
28118,1.0
41536,1.0
1734,1.0
15143,1.0
41172,1.0
72708,1.0
28186,1.0
83364,1.0
44968,1.0
42972,1.0
109678,1.0
22438,1.0
47330,1.0
29038,1.0
49659,1.0
100158,1.0
85736,1.0
53004,1.0
81196,1.0
82352,1.0
87968,1.0
66209,1.0
15336,1.0
78562,1.0
110100,1.0
108875,1.0
27946,1.0
31078,1.0
11659,1.0
23456,1.0
44554,1.0
30515,1.0
84139,1.0
21103,1.0
72130,1.0
87126,1.0
71210,1.0
37012,1.0
38355,1.0
82150,1.0
5501,1.0
22769,1.0
103466,1.0
98080,1.0
71323,1.0
42927,1.0
13977,1.0
15914,1.0
104318,1.0
100905,1.0
253,1.0
31031,1.0
72875,1.0
87358,1.0
106459,1.0
109964,1.0
10479,1.0
81489,1.0
38195,1.0
6468,1.0
36367,1.0
77920,1.0
51956,1.0
67364,1.0
101225,1.0
78210,1.0
57723,1.0
4450,1.0
69536,1.0
30708,1.0
10632,1.0
2536,1.0
3736,1.0
12334,1.0
94403,1.0
2566,1.0
86767,1.0
86972,1.0
54801,1.0
105418,1.0
8949,1.0
22007,1.0
98032,1.0
50578,1.0
3095,1.0
69062,1.0
66330,1.0
82641,1.0
79874,1.0
58158,1.0
63605,1.0
55238,1.0
105054,1.0
87292,1.0
14430,1.0
16900,1.0
2877,1.0
48361,1.0
89818,1.0
89750,1.0
37642,1.0
61735,1.0
26772,1.0
37775,1.0
62334,1.0
11900,1.0
109729,1.0
44721,1.0
48950,1.0
56269,1.0
87906,1.0
64387,1.0
56725,1.0
56596,1.0
69507,1.0
27917,1.0
6452,1.0
86945,1.0
55559,1.0
73470,1.0
86578,1.0
48929,1.0
84428,1.0
12339,1.0
667,1.0
85961,1.0
48084,1.0
75384,1.0
80400,1.0
74996,1.0
60130,1.0
2937,1.0
64293,1.0
107553,1.0
58507,1.0
46933,1.0
47301,1.0
14889,1.0
96810,1.0
93344,1.0
26004,1.0
30718,1.0
85435,1.0
110515,1.0
23532,1.0
88540,1.0
12591,1.0
22526,1.0
38864,1.0
104073,1.0
47821,1.0
13948,1.0
12410,1.0
80633,1.0
68038,1.0
46338,1.0
80701,1.0
2212,1.0
108127,1.0
107406,1.0
73111,1.0
30816,1.0
85708,1.0
53515,1.0
71767,1.0
42152,1.0
85639,1.0
109416,1.0
1877,1.0
30815,1.0
83100,1.0
51445,1.0
64492,1.0
5437,1.0
12595,1.0
56508,1.0
100485,1.0
58001,1.0
93638,1.0
13462,1.0
65195,1.0
12752,1.0
60464,1.0
80267,1.0
3081,1.0
73577,1.0
59223,1.0
89833,1.0
57957,1.0
75330,1.0
26587,1.0
108390,1.0
101488,1.0
39968,1.0
56899,1.0
22113,1.0
13339,1.0
39930,1.0
85839,1.0
78162,1.0
107569,1.0
95950,1.0
112080,1.0
64319,1.0
8750,1.0
63786,1.0
103639,1.0
18757,1.0
84812,1.0
96198,1.0
88055,1.0
98367,1.0
92782,1.0
54560,1.0
93754,1.0
79835,1.0
32338,1.0
40058,1.0
36185,1.0
95814,1.0
26607,1.0
31431,1.0
5083,1.0
31621,1.0
90318,1.0
32956,1.0
20885,1.0
91982,1.0
28219,1.0
7706,1.0
31541,1.0
52153,1.0
74760,1.0
27834,1.0
78520,1.0
70455,1.0
74162,1.0
79778,1.0
18866,1.0
92959,1.0
64878,1.0
33764,1.0
25568,1.0
56170,1.0
27706,1.0
36633,1.0
111680,1.0
85735,1.0
24708,1.0
10025,1.0
33843,1.0
111600,1.0
61620,1.0
19010,1.0
43977,1.0
20750,1.0
14598,1.0
92419,1.0
71680,1.0
47896,1.0
21061,1.0
31013,1.0
64405,1.0
25627,1.0
35971,1.0
107192,1.0
112161,1.0
32,1.0
27385,1.0
44990,1.0
16171,1.0
83682,1.0
86469,1.0
74337,1.0
45130,1.0
103229,1.0
83847,1.0
24664,1.0
2464,1.0
80682,1.0
55518,1.0
16440,1.0
61643,1.0
16790,1.0
17753,1.0
109561,1.0
31973,1.0
85779,1.0
83816,1.0
84878,1.0
88486,1.0
112670,1.0
95760,1.0
86246,1.0
40293,1.0
9852,1.0
90419,1.0
57329,1.0
57087,1.0
53968,1.0
111463,1.0
41412,1.0
81141,1.0
79790,1.0
45879,1.0
82807,1.0
74608,1.0
11066,1.0
14470,1.0
88492,1.0
79919,1.0
41279,1.0
61531,1.0
15345,1.0
8338,1.0
10874,1.0
31112,1.0
39354,1.0
94216,1.0
4239,1.0
61212,1.0
96492,1.0
65351,1.0
112849,1.0
37269,1.0
11601,1.0
42836,1.0
25791,1.0
76725,1.0
71632,1.0
5372,1.0
90329,1.0
40861,1.0
7921,1.0
102805,1.0
109840,1.0
61204,1.0
61867,1.0
32519,1.0
103818,1.0
46969,1.0
52143,1.0
27652,1.0
70745,1.0
108204,1.0
42505,1.0
36153,1.0
104255,1.0
20758,1.0
65460,1.0
96347,1.0
37872,1.0
37975,1.0
40853,1.0
90968,1.0
82707,1.0
69706,1.0
89621,1.0
27104,1.0
114054,1.0
70070,1.0
16245,1.0
105379,1.0
51978,1.0
1134,1.0
30678,1.0
91025,1.0
8642,1.0
69861,1.0
10413,1.0
93267,1.0
109982,1.0
2669,1.0
24129,1.0
6589,1.0
106751,1.0
80860,1.0
44907,1.0
59507,1.0
33147,1.0
73636,1.0
90319,1.0
87835,1.0
3549,1.0
47486,1.0
4519,1.0
54806,1.0
108968,1.0
7811,1.0
45252,1.0
75462,1.0
69440,1.0
48341,1.0
105056,1.0
21749,1.0
98247,1.0
47154,1.0
78911,1.0
51107,1.0
101627,1.0
69520,1.0
104714,1.0
59715,1.0
34913,1.0
85347,1.0
60273,1.0
2645,1.0
88595,1.0
104654,1.0
95524,1.0
79706,1.0
15836,1.0
39611,1.0
71012,1.0
71721,1.0
31545,1.0
50771,1.0
106046,1.0
58669,1.0
110826,1.0
15869,1.0
77915,1.0
106227,1.0
55833,1.0
79360,1.0
77379,1.0
52631,1.0
35883,1.0
9547,1.0
13991,1.0
84219,1.0
70926,1.0
34015,1.0
32946,1.0
45355,1.0
91751,1.0
21359,1.0
11826,1.0
903,1.0
59219,1.0
96186,1.0
77733,1.0
50783,1.0
110785,1.0
18456,1.0
105100,1.0
46904,1.0
45449,1.0
30434,1.0
44087,1.0
24294,1.0
89501,1.0
21298,1.0
37669,1.0
43117,1.0
845,1.0
112320,1.0
62220,1.0
34080,1.0
51721,1.0
42907,1.0
73771,1.0
85727,1.0
52513,1.0
39685,1.0
12273,1.0
16237,1.0
22371,1.0
24268,1.0
4568,1.0
93475,1.0
8057,1.0
110222,1.0
12789,1.0
89235,1.0
9654,1.0
32603,1.0
84594,1.0
14764,1.0
34248,1.0
67592,1.0
7703,1.0
76756,1.0
1010,1.0
95442,1.0
42315,1.0
30716,1.0
6883,1.0
35100,1.0
109979,1.0
21696,1.0
111059,1.0
21519,1.0
78617,1.0
100367,1.0
77995,1.0
105210,1.0
16380,1.0
44187,1.0
41218,1.0
58634,1.0
19110,1.0
4414,1.0
18521,1.0
24882,1.0
85641,1.0
72528,1.0
64876,1.0
12774,1.0
32980,1.0
70026,1.0
2828,1.0
100666,1.0
52788,1.0
52721,1.0
60822,1.0
69624,1.0
50397,1.0
114015,1.0
18587,1.0
110836,1.0
28561,1.0
43452,1.0
84067,1.0
61365,1.0
53382,1.0
101947,1.0
10696,1.0
16315,1.0
54626,1.0
11053,1.0
21165,1.0
15921,1.0
48112,1.0
83391,1.0
107791,1.0
8645,1.0
35157,1.0
18502,1.0
50767,1.0
41118,1.0
4736,1.0
14651,1.0
7377,1.0
55964,1.0
37701,1.0
76538,1.0
16467,1.0
49026,1.0
59452,1.0
10054,1.0
26270,1.0
13623,1.0
86436,1.0
14775,1.0
80550,1.0
107423,1.0
36737,1.0
84629,1.0
99490,1.0
55459,1.0
109892,1.0
74049,1.0
5463,1.0
13578,1.0
61521,1.0
30802,1.0
14188,1.0
61141,1.0
9428,1.0
12062,1.0
104486,1.0
90798,1.0
107092,1.0
33735,1.0
48635,1.0
92659,1.0
60581,1.0
44303,1.0
73788,1.0
69551,1.0
7779,1.0
13197,1.0
25590,1.0
108267,1.0
55063,1.0
1148,1.0
83092,1.0
84017,1.0
95240,1.0
10826,1.0
80338,1.0
39979,1.0
8560,1.0
17769,1.0
49038,1.0
2289,1.0
79045,1.0
94273,1.0
10930,1.0
1616,1.0
101464,1.0
22889,1.0
92523,1.0
34610,1.0
13814,1.0
86136,1.0
37831,1.0
106317,1.0
107645,1.0
51542,1.0
78837,1.0
41855,1.0
63989,1.0
45445,1.0
37818,1.0
50323,1.0
13469,1.0
32671,1.0
95279,1.0
102909,1.0
478,1.0
71256,1.0
10320,1.0
96103,1.0
95716,1.0
29880,1.0
103569,1.0
59495,1.0
101972,1.0
75191,1.0
92486,1.0
112355,1.0
3066,1.0
6289,1.0
18961,1.0
58041,1.0
71702,1.0
45817,1.0
33179,1.0
67573,1.0
105951,1.0
36538,1.0
9616,1.0
112050,1.0
8539,1.0
34311,1.0
83245,1.0
24261,1.0
76564,1.0
100232,1.0
19549,1.0
70498,1.0
67923,1.0
88906,1.0
105772,1.0
48446,1.0
81367,1.0
30277,1.0
97985,1.0
110245,1.0
13223,1.0
60016,1.0
75282,1.0
70639,1.0
111159,1.0
8850,1.0
47109,1.0
76299,1.0
50379,1.0
99938,1.0
99579,1.0
41675,1.0
86256,1.0
90351,1.0
31403,1.0
5800,1.0
82540,1.0
1467,1.0
22838,1.0
61817,1.0
110125,1.0
99002,1.0
65074,1.0
112764,1.0
112721,1.0
37599,1.0
108904,1.0
34655,1.0
20058,1.0
4286,1.0
23668,1.0
42500,1.0
63610,1.0
48799,1.0
105979,1.0
20786,1.0
72410,1.0
106680,1.0
63206,1.0
37365,1.0
109674,1.0
62743,1.0
103187,1.0
96191,1.0
43465,1.0
72803,1.0
53675,1.0
103109,1.0
24506,1.0
109754,1.0
8932,1.0
56347,1.0
107268,1.0
30360,1.0
108790,1.0
20300,1.0
87260,1.0
36409,1.0
69911,1.0
101576,1.0
10612,1.0
105684,1.0
21860,1.0
2663,1.0
79623,1.0
110522,1.0
97453,1.0
5677,1.0
104386,1.0
46956,1.0
56884,1.0
77506,1.0
12211,1.0
66733,1.0
42740,1.0
86079,1.0
47893,1.0
83964,1.0
44828,1.0
34677,1.0
106937,1.0
75016,1.0
10977,1.0
36611,1.0
46719,1.0
19942,1.0
3032,1.0
4069,1.0
41723,1.0
72688,1.0
55025,1.0
77722,1.0
92588,1.0
61,1.0
61995,1.0
16537,1.0
19270,1.0
87287,1.0
482,1.0
49595,1.0
3916,1.0
10165,1.0
80886,1.0
14306,1.0
80096,1.0
39373,1.0
63484,1.0
113536,1.0
100287,1.0
37414,1.0
74658,1.0
63891,1.0
40806,1.0
18544,1.0
75424,1.0
81607,1.0
99704,1.0
104929,1.0
79454,1.0
4307,1.0
81736,1.0
82812,1.0
72790,1.0
50640,1.0
27737,1.0
47251,1.0
41159,1.0
8327,1.0
108911,1.0
42259,1.0
103448,1.0
60083,1.0
71527,1.0
55045,1.0
70156,1.0
72612,1.0
43843,1.0
23363,1.0
93623,1.0
3997,1.0
86513,1.0
79334,1.0
49586,1.0
83424,1.0
81856,1.0
124,1.0
8376,1.0
43543,1.0
76140,1.0
6050,1.0
38672,1.0
96107,1.0
65548,1.0
53508,1.0
66275,1.0
36079,1.0
22754,1.0
90762,1.0
83880,1.0
107234,1.0
48336,1.0
47960,1.0
81917,1.0
54061,1.0
50689,1.0
14872,1.0
85255,1.0
40135,1.0
74389,1.0
68382,1.0
8052,1.0
102795,1.0
2128,1.0
23908,1.0
113373,1.0
80407,1.0
1542,1.0
78432,1.0
96627,1.0
23988,1.0
40493,1.0
94291,1.0
9485,1.0
69611,1.0
59529,1.0
39031,1.0
16642,1.0
96448,1.0
69646,1.0
7148,1.0
95183,1.0
6227,1.0
64152,1.0
67260,1.0
79162,1.0
64836,1.0
5160,1.0
56594,1.0
41684,1.0
38470,1.0
12572,1.0
65047,1.0
24648,1.0
62474,1.0
6025,1.0
106599,1.0
100942,1.0
96760,1.0
106260,1.0
50998,1.0
113110,1.0
82661,1.0
45941,1.0
40011,1.0
961,1.0
71471,1.0
18874,1.0
79572,1.0
75559,1.0
100838,1.0
71876,1.0
113316,1.0
60213,1.0
48563,1.0
53402,1.0
71607,1.0
22413,1.0
3270,1.0
28055,1.0
97834,1.0
92206,1.0
85689,1.0
64925,1.0
11037,1.0
36447,1.0
49894,1.0
99882,1.0
60871,1.0
67451,1.0
79991,1.0
21633,1.0
109859,1.0
75227,1.0
91521,1.0
96640,1.0
5269,1.0
64081,1.0
106598,1.0
97129,1.0
99035,1.0
13322,1.0
61311,1.0
92210,1.0
60343,1.0
113887,1.0
111199,1.0
71423,1.0
75292,1.0
101966,1.0
64615,1.0
85627,1.0
79658,1.0
66660,1.0
5410,1.0
75367,1.0
99578,1.0
6678,1.0
48442,1.0
21457,1.0
50091,1.0
94904,1.0
64654,1.0
43756,1.0
54684,1.0
94496,1.0
39981,1.0
71015,1.0
79312,1.0
84480,1.0
87719,1.0
109475,1.0
75564,1.0
10756,1.0
113519,1.0
96343,1.0
24482,1.0
56676,1.0
52088,1.0
4735,1.0
59314,1.0
24338,1.0
23993,1.0
72473,1.0
49602,1.0
88988,1.0
1579,1.0
19465,1.0
32684,1.0
37356,1.0
18299,1.0
17130,1.0
91768,1.0
33370,1.0
11491,1.0
66251,1.0
56552,1.0
9215,1.0
47278,1.0
102599,1.0
89866,1.0
110457,1.0
61467,1.0
39025,1.0
108781,1.0
105989,1.0
61188,1.0
20284,1.0
99374,1.0
55290,1.0
57973,1.0
7372,1.0
78130,1.0
71965,1.0
67228,1.0
30141,1.0
88015,1.0
41786,1.0
110316,1.0
102529,1.0
100410,1.0
64249,1.0
17386,1.0
43696,1.0
98491,1.0
8146,1.0
48910,1.0
103325,1.0
55405,1.0
67117,1.0
39821,1.0
17688,1.0
59797,1.0
38819,1.0
49415,1.0
12226,1.0
73626,1.0
59572,1.0
98821,1.0
94961,1.0
100563,1.0
5085,1.0
66188,1.0
1679,1.0
42914,1.0
38733,1.0
98815,1.0
70694,1.0
45207,1.0
63264,1.0
97420,1.0
25322,1.0
46377,1.0
33601,1.0
41041,1.0
44732,1.0
100611,1.0
24367,1.0
24996,1.0
47743,1.0
67871,1.0
77300,1.0
29736,1.0
113644,1.0
66570,1.0
90571,1.0
19789,1.0
67790,1.0
105078,1.0
11672,1.0
10067,1.0
6864,1.0
110546,1.0
87787,1.0
48542,1.0
5957,1.0
1365,1.0
81092,1.0
33362,1.0
71901,1.0
29670,1.0
37562,1.0
93382,1.0
59684,1.0
54989,1.0
69077,1.0
67237,1.0
4412,1.0
10149,1.0
91097,1.0
21390,1.0
96287,1.0
84506,1.0
61313,1.0
107857,1.0
49233,1.0
87502,1.0
6917,1.0
10480,1.0
43352,1.0
40696,1.0
1301,1.0
91192,1.0
32703,1.0
58851,1.0
23906,1.0
11064,1.0
100156,1.0
107482,1.0
9245,1.0
36287,1.0
23886,1.0
20742,1.0
